,Unnamed: 0,region,city,address,id,pic_url,name,category,link,price,all_prices,name_shop
34,34,Владимирская область,Владимир,"ул. Белоконской, 6",3757678,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/d9b/s1mj3111pjclijissuc50r06xnctd2m3/261_225_1/rtvelisi_kindzmaraulii_150623.jpg,"Вино Киндзмараули Ртвелиси красное полусладкое
Грузия, 0.75 л., Кахети, 12.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_kindzmarauli_rtvelisi_krasnoe_polusladkoe/,429.99 ₽,429.99 ₽; ,КБ
35,35,Владимирская область,Владимир,"ул. Белоконской, 6",3477912,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/405/765l3gdzw8tnblclx3sbu03ba7vje4jb/261_225_1/santa_luz_alba_carmenere_170120.jpg,"Вино Санта Лус Альба Карменер красное сухое
Чили, 0.75 л., Центральная Долина, 13.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_santa_lus_alba_karmener_krasnoe_sukhoe/,449.99 ₽,449.99 ₽; ,КБ
36,36,Владимирская область,Владимир,"ул. Белоконской, 6",3630601,https://krasnoeibeloe.ru/upload/iblock/d1e/gilbert-malenkaya.jpg,"Вино Куумба Совиньон Блан белое сухое
ЮАР, 0.75 л., Вестерн Кейп, 12.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_kuumba_sovinon_blan_beloe_sukhoe/,449.99 ₽,449.99 ₽; ,КБ
37,37,Владимирская область,Владимир,"ул. Белоконской, 6",3631643,https://krasnoeibeloe.ru/upload/iblock/d1e/gilbert-malenkaya.jpg,"Вино Куумба Пинотаж красное полусухое
ЮАР, 0.75 л., Вестерн Кейп, 13.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_kuumba_pinotazh_krasnoe_polusukhoe/,449.99 ₽,449.99 ₽; ,КБ
38,38,Владимирская область,Владимир,"ул. Белоконской, 6",3632906,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/be5/ybc9a35kusreaepza6vxoh81c67acusx/261_225_1/badagoni_cinandali_13102022.jpg,"Вино Цинандали Бадагони белое сухое
Грузия, 0.75 л., Кахети, 13%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_tsinandali_badagoni_beloe_sukhoe/,469.90 ₽,469.90 ₽; ,КБ
39,39,Владимирская область,Владимир,"ул. Белоконской, 6",3708974,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/0a8/2fdfzotkaxqdya213id3s6h5xu9gzrb1/261_225_1/badagoni_saperavi_13102022.jpg,"Вино Саперави Бадагони красное сухое
Грузия, 0.75 л., Кахети, 13%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_saperavi_badagoni_krasnoe_sukhoe/,469.90 ₽,469.90 ₽; ,КБ
40,40,Владимирская область,Владимир,"ул. Белоконской, 6",1004251,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/d02/ppk9u2ja12vt48ffthmjqk4wodzoqwjp/261_225_1/Pollini_LFM_new.jpg,"Вино Молоко Любимой Женщины белое полусладкое
Германия, 0.75 л., Рейнхессен, 9.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/__410/,469.99 ₽,469.99 ₽; ,КБ
41,41,Владимирская область,Владимир,"ул. Белоконской, 6",2914196,https://krasnoeibeloe.ru/upload/iblock/634/Luka-Maroni-2.jpg,"Вино Фонте Форте Россо Терре Ди Кьети Абруццо IGP красное сухое
Италия, 0.75 л., Абруццо, 12.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_fonte_forte_rosso_zashch_geogr_uk_kr_sukh/,469.99 ₽,469.99 ₽; ,КБ
42,42,Владимирская область,Владимир,"ул. Белоконской, 6",2912934,https://krasnoeibeloe.ru/upload/iblock/634/Luka-Maroni-2.jpg,"Вино Фонте Форте Бьянко Терре Ди Кьети Абруццо IGP белое сухое
Италия, 0.75 л., Абруццо, 12%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_fonte_forte_byanko_zashch_geogr_uk_bel_sukh/,469.99 ₽,469.99 ₽; ,КБ
43,43,Владимирская область,Владимир,"ул. Белоконской, 6",3244280,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/393/mm4m1gojybae91r0enkac41z3qi5bjzx/261_225_1/bus_04.12.jpg,"Вино Бас 9 Лиссабон IG красное полусухое
Португалия, 0.75 л., Лиссабон, 13%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_bas_9_lissabon_ig_krasnoe_polusukhoe/,469.99 ₽,469.99 ₽; ,КБ
44,44,Владимирская область,Владимир,"ул. Белоконской, 6",3323045,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/875/3cnuaf3ucpdef5zvg2rvsgfp2b6xhycn/261_225_1/bus9_branco_2020_14012022.jpg,"Вино Бас 9 Лиссабон IG белое полусухое
Португалия, 0.75 л., Лиссабон, 13%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_bas_9_lissabon_ig_beloe_polusukhoe/,469.99 ₽,469.99 ₽; ,КБ
45,45,Владимирская область,Владимир,"ул. Белоконской, 6",3585138,https://krasnoeibeloe.servicecdn.ru/local/templates/.default/img/offer.png,"Вино Домен де Сибадье Пино Нуар красное сухое
Франция, 0.75 л., Лангедок Руссийон, 13%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_domen_de_sibade_pino_nuar_krasnoe_sukhoe/,469.99 ₽,469.99 ₽; ,КБ
46,46,Владимирская область,Владимир,"ул. Белоконской, 6",3588255,https://krasnoeibeloe.servicecdn.ru/local/templates/.default/img/offer.png,"Вино Домен Де Сибадье Шардоне белое сухое
Франция, 0.75 л., Лангедок Руссийон, 13.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_domen_de_sibade_pino_nuar_krasnoe_sukhoe_1/,469.99 ₽,469.99 ₽; ,КБ
47,47,Владимирская область,Владимир,"ул. Белоконской, 6",3628318,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/6fd/c2mkz0bfgfheoi2x9y8j2rwfb3cna9n7/261_225_1/hermoso_vallet_merlo_12122022.jpg,"Вино Валле Эрмосо Мерло красное сухое
Чили, 0.75 л., Центральная Долина, 13%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_valle_ermoso_merlo_krasnoe_sukhoe/,469.99 ₽,469.99 ₽; ,КБ
48,48,Владимирская область,Владимир,"ул. Белоконской, 6",3712612,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/1ae/3b5uahyjdegj8oautqlxtwj5a20062xz/261_225_1/deep_rouge_06032023.jpg,"Вино Дип Руж ДжиЭсЭм Пеи ДОК красное полусухое
Франция, 0.75 л., Лангедок, 13.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_dip_ruzh_dzhiesem_pei_dok_krasnoe_sukhoe/,469.99 ₽,469.99 ₽; ,КБ
49,49,Владимирская область,Владимир,"ул. Белоконской, 6",3702008,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/9ac/c3kopvaiqx0pt7vb9vj2clc31z5j7wp1/261_225_1/lebusud_16052023.jpg,"Вино Каберне-Сира Ле Бью Сюд Пэи д`Ок красное полусухое
Франция, 0.75 л., Лангедок, 13%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_kaberne_sira_le_byu_syud_pei_dok_krasnoe_polusukhoe/,469.99 ₽,469.99 ₽; ,КБ
50,50,Владимирская область,Владимир,"ул. Белоконской, 6",3788034,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/d79/q80prz7jbgtkwuqd2q4kbm5q04h1czoj/261_225_1/lamoni_blanc_050523.jpg,"Вино Лармони Блан Бордо белое сухое
Франция, 0.75 л., Бордо, 12%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_larmoni_blan_kot_de_dyura_beloe_sukhoe/,469.99 ₽,469.99 ₽; ,КБ
51,51,Владимирская область,Владимир,"ул. Белоконской, 6",3788036,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/6a9/gxcypeo3lk8uvdpgfv3jtrp0tervge2c/261_225_1/lamoni_rouge_050523.jpg,"Вино Лармони Руж Вин де Бордо красное сухое
Франция, 0.75 л., Бордо, 13.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_larmoni_ruzh_vin_de_bordo_krasnoe_sukhoe/,469.99 ₽,469.99 ₽; ,КБ
52,52,Владимирская область,Владимир,"ул. Белоконской, 6",3788035,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/f0e/ptmz1wdfi10xy04gygw4wtf6s0zrl1f2/261_225_1/lamoni_rose_050523.jpg,"Вино Лармони Розе Атлантик розовое сухое
Франция, 0.75 л., Атлантик, 12%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_larmoni_roze_atlantik_rozovoe_sukhoe/,469.99 ₽,469.99 ₽; ,КБ
53,53,Владимирская область,Владимир,"ул. Белоконской, 6",3221554,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/d83/hv0dlra2rzp9ca96e7wd8mof6v60g7bk/261_225_1/vizconde_temparilio_suhoe_21102021.jpg,"Вино Висконде Де Бегихар DOP красное сухое
Испания, 0.75 л., Ла Манча, 13%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_viskonde_de_begikhar_dop_zashch_naim_kr_sukh/,489.90 ₽,489.90 ₽; ,КБ
54,54,Владимирская область,Владимир,"ул. Белоконской, 6",3456236,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/054/kengznvhqons4vhx5omfztoorikw51ok/261_225_1/crianza_250521_t.jpg,"Вино Пуэнте Ла Каролина Крианса Риоха DOC красное сухое
Испания, 0.75 л., Риоха, 13.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_puente_la_karolina_kriansa_riokha_doc_krasnoe_sukhoe/,489.90 ₽,489.90 ₽; ,КБ
55,55,Владимирская область,Владимир,"ул. Белоконской, 6",3566434,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/81e/oc1rly2xc8p9x2fu7f54yvfxbi9oprvk/261_225_1/villa_s_anna_trebbiano_07102022.jpg,"Вино Вилла С. Анна Треббьяно Рубиконе ИГТ белое полусухое
Италия, 0.75 л., Эмилия-Романья, 11.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_villa_s_anna_trebbyano_rubikone_igt_beloe_polusukhoe/,489.90 ₽,489.90 ₽; ,КБ
56,56,Владимирская область,Владимир,"ул. Белоконской, 6",3565324,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/39d/yln9aflnkk79nnl7hznd0rys30fmp51h/261_225_1/villa_s_anna_sangiovese_07102022.jpg,"Вино Вилла С.Анна Санджовезе Марке ИГТ красное полусухое
Италия, 0.75 л., Марке, 12%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_sortovoe_villa_s_anna_sandzhoveze_marke_igt_krasnoe_polusukhoe/,489.90 ₽,489.90 ₽; ,КБ
