plu,name,image_small,promo.date_begin,promo.date_end,promo.mech,promo.expired_at,prices.price_regular,prices.price_discount,prices.discount,is_new
4164844,WINNER Корм EXT.M.ГОВ.BL.ANG.конс.д/с85г,,2023-09-14,2023-10-04,,2,40.99,25.99,36,False
4211768,МИРАТОРГ Корм W.EX.M.КУР.ГР.В СОУСЕ 85г,,2023-09-14,2023-10-04,,2,37.79,23.99,36,False
4002291,PUR.ONE Корм д/дом/кош.кур/морк.кон.75г,products/mini_4002291.jpg,2023-09-14,2023-10-04,,2,33.99,26.99,20,False
4002292,PURINA ONE Корм д/ст.кош.кур/фас.конс75г,products/mini_4002292.jpg,2023-09-14,2023-10-04,,2,33.99,26.99,20,False
4002293,PURINA ONE Корм д/кош.гов/морк.конс.75г,products/mini_4002293.jpg,2023-09-14,2023-10-04,,2,33.99,26.99,20,False
4009059,PUR.ONE Корм с кур/морковью д/котят 75г,products/mini_4009059.jpg,2023-09-14,2023-10-04,,2,33.99,26.99,20,False
4009065,PUR.ONE Корм с кур/морк д/чувст/кош.75г,products/mini_4009065.jpg,2023-09-14,2023-10-04,,2,33.99,26.99,20,False
4164842,WINNER Корм EXT.M.КУР.В С.конс.д/кош.80г,products/mini_4164842.jpg,2023-09-14,2023-10-04,,2,24.99,19.99,20,False
4164845,WINNER Корм EXT.M.Г.BL.ANG.Ж.конс.д/к80г,,2023-09-14,2023-10-04,,2,24.99,19.99,20,False
4164846,WINNER Корм EXT.M.ТЕЛ.В ЖЕЛЕ конс.д/к80г,products/mini_4164846.jpg,2023-09-14,2023-10-04,,2,24.99,19.99,20,False
4225986,PUR.ONE Корм с говяд/морк.д/ст.кошек 75г,products/mini_4225986.jpg,2023-09-14,2023-10-04,,2,33.99,26.99,20,False
32120,LACAL.З/паста ACTIV 50мл,products/mini_32120.jpg,2023-09-26,2023-10-02,,0,229.99,139.99,39,False
2048194,COLG.З/паста М.ФР.ВЗ.МЯТ.с осв.кр.100мл,products/mini_2048194.jpg,2023-09-14,2023-10-04,,2,289.99,179.99,37,False
2071595,ЛЕС.БАЛЬЗ.З/паста ЭКС.КОР.ДУБА/ПИХТЫ75мл,products/mini_2071595.jpg,2023-09-14,2023-10-04,,2,119.99,79.99,33,False
2157107,COLG.З/паста МАКС БЛЕСК с отб.пл.100мл,products/mini_2157107.jpg,2023-09-14,2023-10-04,,2,289.99,179.99,37,False
3400235,ЛЕС.БАЛЬЗ.Опол.д/дес.ФОРТЕ 400мл,products/mini_3400235.jpg,2023-09-14,2023-10-04,,2,219.99,159.99,27,False
3455660,ЛЕС.БАЛЬЗ.З/паста экс.алоэ-в/б.чая 75мл,products/mini_3455660.jpg,2023-09-14,2023-10-04,,2,119.99,79.99,33,False
3373876,FA Гель ЙОГУРТ АЛОЭ ВЕРА для душа 750мл,products/mini_3373876.jpg,2023-09-14,2023-10-04,,2,469.99,299.99,36,False
3626165,PALM.Гель MEN 3в1 АРК.ВЕТЕР д/д 250мл,products/mini_3626165.jpg,2023-09-14,2023-10-04,,2,279.99,199.99,28,False
3664431,PALM.Гель РОСК.МАСЕЛ инж/б.орх.д/д 250мл,products/mini_3664431.jpg,2023-09-14,2023-10-04,,2,299.99,199.99,33,False
4060163,PALM.Гель-кр.БЕР.УХ.МИНД.М/ПИОН д/д250мл,products/mini_4060163.jpg,2023-09-14,2023-10-04,,2,299.99,199.99,33,False
4118337,PALM.Гель-кр.SUP.F.ЯГ.АС/ОВ.д/душа 250мл,products/mini_4118337.jpg,2023-09-14,2023-10-04,,2,299.99,199.99,33,False
4131221,CAMAY Гель BOTAN.ЦВЕТЫ ГРАН.д/душ.250мл,products/mini_4131221.jpg,2023-09-14,2023-10-04,,2,249.99,169.99,32,False
4201004,DOL.MILK Гель ХАННА БАНАНА д/душа 460мл,,2023-09-14,2023-10-04,,2,349.99,229.99,34,False
4201018,DOL.MILK Гель-см.SM.S.ХАОТ.ЭКЗ.д/д.400мл,,2023-09-14,2023-10-04,,2,379.99,279.99,26,False
4201019,DOL.MILK Соль-шим.SM.ХАОТ.ЭКЗ.д/в.400мл,,2023-09-14,2023-10-04,,2,349.99,259.99,25,False
4201024,DOL.MILK Гель-см.SM.S.ПИНО-КОЛ.д/д.400мл,,2023-09-14,2023-10-04,,2,379.99,279.99,26,False
4201039,DOL.MILK Гель МУЛАТКА-ШОКОЛАД.д/д.460мл,,2023-09-14,2023-10-04,,2,349.99,229.99,34,False
4201041,DOL.MILK Гель МИСС КЛУБ.КОМ.д/душа 460мл,,2023-09-14,2023-10-04,,2,349.99,229.99,34,False
65459,H&SHOULD.Шамп.2в1 осн.уход400мл,products/mini_65459.jpg,2023-09-14,2023-10-04,,2,409.99,349.99,14,False
5531,PALETTE Крем-краска 4-60 110мл,products/mini_5531.jpg,2023-09-26,2023-10-02,,0,239.99,159.99,33,False
85038,H&S Шампунь 2в1 МЕНТОЛ п/перх.400мл,products/mini_85038.jpg,2023-09-14,2023-10-04,,2,409.99,349.99,14,False
31499,ПАЛЕТТ Краска для волос 1-0 110мл,products/mini_31499.jpg,2023-09-26,2023-10-02,,0,239.99,159.99,33,False
31500,ПАЛЕТТ Краска 3-0 110мл,products/mini_31500.jpg,2023-09-26,2023-10-02,,0,239.99,159.99,33,False
31506,ПАЛЕТТ Краска 7-0 110мл,products/mini_31506.jpg,2023-09-26,2023-10-02,,0,239.99,159.99,33,False
31510,PALETTE Краска 3-68 110мл,,2023-09-26,2023-10-02,,0,239.99,159.99,33,False
31517,ПАЛЕТТ Краска 10-1 110мл,,2023-09-26,2023-10-02,,0,239.99,159.99,33,False
2071819,ГЛ.КУР Шамп.ЖИД.ШЕЛК д/неп/тус.вол.400мл,products/mini_2071819.jpg,2023-09-26,2023-10-02,,0,399.99,269.99,32,False
2133375,GL.KUR Экс.кондиц.OIL NUTRIT.д/вол.200мл,products/mini_2133375.jpg,2023-09-26,2023-10-02,,0,549.99,269.99,50,False
69449,H&SHOULD.Шамп.ЭНЕРГ.ОКЕАН.400мл,products/mini_69449.jpg,2023-09-14,2023-10-04,,2,409.99,349.99,14,False
3406278,GARN.Шамп.FRUCT.SOS Восстановление 400мл,products/mini_3406278.jpg,2023-09-26,2023-10-02,,0,379.99,229.99,39,False
3065062,ЧИСТ.ЛИНИЯ Шампунь КРАПИВА укрепл.400мл,products/mini_3065062.jpg,2023-09-14,2023-10-04,,2,199.99,149.99,25,False
3065063,ЧИС.ЛИН.Шамп.ПШЕН/ЛЕН ув.об.400мл,products/mini_3065063.jpg,2023-09-14,2023-10-04,,2,199.99,149.99,25,False
3148617,PANTENE Шампунь ГУСТЫЕ И КРЕПКИЕ 250мл,products/mini_3148617.jpg,2023-09-14,2023-10-04,,2,249.99,199.99,20,False
3232292,PANT.Бальз.ИНТЕН.ЗАЩ/ВОССТАН.д/вол.200мл,products/mini_3232292.jpg,2023-09-14,2023-10-04,,2,249.99,199.99,20,False
3232295,PANT.Шампунь ИНТЕНС.ЗАЩ/ВОССТАНОВЛ.250мл,products/mini_3232295.jpg,2023-09-14,2023-10-04,,2,249.99,199.99,20,False
3352707,ГЛ.КУР Шамп.Эктрем.восст.д/волос 400мл,products/mini_3352707.jpg,2023-09-26,2023-10-02,,0,399.99,269.99,32,False
3408247,Ч.ЛИН.Шамп.2в1 на отваре цел.трав 400мл,products/mini_3408247.jpg,2023-09-14,2023-10-04,,2,199.99,149.99,25,False
3472122,GARN.Шампунь ФРУКТ.РОСТ ВО ВС.СИЛУ 400мл,products/mini_3472122.jpg,2023-09-26,2023-10-02,,0,379.99,229.99,39,False
3487862,ЧИСТ.ЛИН.Шамп.СИЛА 5 ТРАВ д/вс.тип.400мл,products/mini_3487862.jpg,2023-09-14,2023-10-04,,2,199.99,149.99,25,False
3657212,ЧИСТ.ЛИН.Шампунь-бальзам 2в1 400мл,products/mini_3657212.jpg,2023-09-14,2023-10-04,,2,199.99,149.99,25,False
3659237,GARN.Шамп.ГОДЖИ СТОЙКИЙ ЦВЕТ укреп.400мл,products/mini_3659237.jpg,2023-09-26,2023-10-02,,0,379.99,229.99,39,False
3662131,GARN.Бальз-опол.FRUCTIS SOS ВОС.укр387мл,products/mini_3662131.jpg,2023-09-26,2023-10-02,,0,379.99,229.99,39,False
3664945,GARN.Бал-оп.FR.РОСТ В/ВСЮ СИЛУ укр.387мл,products/mini_3664945.jpg,2023-09-26,2023-10-02,,0,379.99,229.99,39,False
3673340,ЧИСТ.ЛИН.Бальз-оп.КРАПИВА укреп.380мл,products/mini_3673340.jpg,2023-09-14,2023-10-04,,2,199.99,149.99,25,False
3948804,GARN.Крем FRUC.SOS СПАС.ВОЛ.10В1 400мл,products/mini_3948804.jpg,2023-09-26,2023-10-02,,0,419.99,239.99,42,False
3958221,ЧИСТ.ЛИН.Шам-кон-гель 3В1 ЭН+Ч.д/м 400мл,,2023-09-14,2023-10-04,,2,199.99,149.99,25,False
3998960,PALETTE Бальз.ХОЛ.БЛОНД оттен.д/в 150мл,products/mini_3998960.jpg,2023-09-26,2023-10-02,,0,279.99,219.99,21,False
4045743,ЧИСТ.ЛИН.Бальзам-опол.ОБЪЕМ И СИЛА 380мл,products/mini_4045743.jpg,2023-09-14,2023-10-04,,2,199.99,149.99,25,False
4046827,GL.KUR Маска 4-В-1 ПРОТ+МАС.ШИ вос.400мл,,2023-09-14,2023-10-04,,2,679.99,449.99,33,False
4090528,ГЛ.КУР Бальзам ЖИДКИЙ ШЕЛК д/вол.360мл,products/mini_4090528.jpg,2023-09-26,2023-10-02,,0,399.99,269.99,32,False
4090529,ГЛ.КУР Бальз.ЭКСТРЕМ.ВОССТАН.д/вол.360мл,products/mini_4090529.jpg,2023-09-26,2023-10-02,,0,399.99,269.99,32,False
4123661,GL.KUR Маска ЭК.ЭКСТР.В.ВОС/БЛ.д/в.200мл,products/mini_4123661.jpg,2023-09-26,2023-10-02,,0,439.99,199.99,54,False
4149085,GL.KUR Мас.ПЕП+Э.ЧЕР.СОВ.Б.ОТ.пр/ж.200мл,products/mini_4149085.jpg,2023-09-26,2023-10-02,,0,439.99,199.99,54,False
4151584,BODYART Шампунь д/всех типов волос 750мл,products/mini_4151584.jpg,2023-09-14,2023-10-04,,2,279.99,199.99,28,False
4151585,BODYART Бальзам д/всех типов волос 750мл,products/mini_4151585.jpg,2023-09-14,2023-10-04,,2,279.99,199.99,28,False
4256977,ШАУМА Шамп.MEN ULT.СИЛА д/м.д/еж.пр650мл,,2023-09-14,2023-10-04,,2,399.99,299.99,25,False
4256979,ШАУМА Шамп.Д/ВСЕЙ СЕМ.д/всех тип.в.650мл,,2023-09-14,2023-10-04,,2,399.99,299.99,25,False
36145,NIVEA Крем SOFT для кожи 200мл,products/mini_36145.jpg,2023-09-26,2023-10-02,,0,399.99,319.99,20,False
500,REXONA Антиперсп.COBALT аэрозоль 150мл,products/mini_500.jpg,2023-09-14,2023-10-04,,2,339.99,249.99,26,False
48940,"Крем БАРХ.РУЧ.пит.д/рук,ас.80мл",products/mini_48940.jpg,2023-09-14,2023-10-04,,2,99.99,74.99,25,False
2051145,Крем БАРХАТ.РУЧ.д/рук комп.80мл,products/mini_2051145.jpg,2023-09-14,2023-10-04,,2,99.99,74.99,25,False
4147175,SOPHIST.Дез-а/пер.ар.хлоп.150мл,,2023-09-14,2023-10-04,,2,249.99,159.99,36,False
43751,REX.Дез.ALOE VERA мет/аэр 150мл,products/mini_43751.jpg,2023-09-14,2023-10-04,,2,249.99,159.99,36,False
3331436,NIVEA MEN Дезодор.НЕВ.ЗАЩ.Ч/БЕЛ.шар.50мл,products/mini_3331436.jpg,2023-09-26,2023-10-02,,0,359.99,269.99,25,False
3352288,ORGAN.SHOP Скраб БРАЗИЛ.КОФЕ д/тела250мл,products/mini_3352288.jpg,2023-09-26,2023-10-02,,0,299.99,229.99,23,False
3369802,ФА MEN Антипер.SPORT ВЗРЫВ ЭНЕРГИИ 150мл,products/mini_3369802.jpg,2023-09-14,2023-10-04,,2,259.99,189.99,26,False
3412252,ЧИС.ЛИНИЯ Фитобал.д/тела повыш.упр.200мл,products/mini_3412252.jpg,2023-09-14,2023-10-04,,2,249.99,199.99,20,False
3421453,NIVEA Дезодорант ЭФФЕКТ ПУД.шар.жен.50мл,products/mini_3421453.jpg,2023-09-26,2023-10-02,,0,239.99,179.99,25,False
3444774,REXONA Антиперсп-кар.СУХОСТЬ ПУДРЫ 40мл,products/mini_3444774.jpg,2023-09-14,2023-10-04,,2,299.99,249.99,16,False
3479534,REXONA А/пер ПРОЗРАЧ.КРИСТАЛЛ аэр.150мл,products/mini_3479534.jpg,2023-09-14,2023-10-04,,2,249.99,159.99,36,False
3479535,REXONA А/пер ЯРКИЙ БУКЕТ аэр.150мл,products/mini_3479535.jpg,2023-09-14,2023-10-04,,2,249.99,159.99,36,False
3479541,REXONA А/пер ПРОЗРАЧ.КРИСТАЛЛ рол.50мл,products/mini_3479541.jpg,2023-09-14,2023-10-04,,2,209.99,149.99,28,False
3928499,REXONA А/пер.НЕЖНО/СОЧНО аэрозоль 150мл,products/mini_3928499.jpg,2023-09-14,2023-10-04,,2,249.99,159.99,36,False
4101449,NIVEA А/пер.НЕЖ.СВЕЖ.LOVE BE TR.рол.50мл,products/mini_4101449.jpg,2023-09-26,2023-10-02,,0,239.99,179.99,25,False
4147203,SOPHIST.Дез-а/пер.ар.орхид.150мл,,2023-09-14,2023-10-04,,2,249.99,159.99,36,False
4147205,SOPHIST.Дез-а/пер.ар.цветоч.букет.150мл,,2023-09-14,2023-10-04,,2,249.99,159.99,36,False
4147207,SOPHIST.Дез-а/пер.ар.клубника 150мл,,2023-09-14,2023-10-04,,2,249.99,159.99,36,False
45625,LIBRESSE Прок.ULTRA НОРМАЛ 20шт,products/mini_45625.jpg,2023-09-14,2023-10-04,,2,279.99,229.99,17,False
2050868,DISCREET Прокладки ВОД.ЛИЛИЯ deo еж60шт,products/mini_2050868.jpg,2023-09-14,2023-10-04,,2,299.99,269.99,10,False
2133901,DISCREET Прокладки AIR ежедн.60шт,products/mini_2133901.jpg,2023-09-14,2023-10-04,,2,299.99,269.99,10,False
3017398,KOTEX Прокл.УЛЬТРА НАЙТ гигиен.жен.7шт,products/mini_3017398.jpg,2023-09-14,2023-10-04,,2,159.99,129.99,18,False
3364386,KOTEX Прокладки Ультра нормал 10шт,products/mini_3364386.jpg,2023-09-14,2023-10-04,,2,159.99,129.99,18,False
3639593,ALWAYS Прокладки PLAT.ULT.NORM.PL.гиг8шт,products/mini_3639593.jpg,2023-09-14,2023-10-04,,2,159.99,142.99,10,False
3639594,ALWAYS Прокладки PLAT.ULT.NIGHT гиг.6шт,products/mini_3639594.jpg,2023-09-14,2023-10-04,,2,159.99,142.99,10,False
3639595,ALWAYS Прокладки PLAT.ULT.SUP.PL.гиг.7шт,,2023-09-14,2023-10-04,,2,159.99,142.99,10,False
3647604,KOTEX Прокл.ULTRA SOFT гиг.нормал 10шт,products/mini_3647604.jpg,2023-09-14,2023-10-04,,2,159.99,129.99,18,False
3652233,ALWAYS Прокл.ULT.PLAT.NIGHT ул/тонк.12шт,products/mini_3652233.jpg,2023-09-14,2023-10-04,,2,299.99,269.99,10,False
3659146,TEREZALADY Прокладки MICRO урол.жен.24шт,,2023-09-14,2023-10-04,,2,209.99,179.99,14,False
3952591,LIBR.Прокл.ULTRA НОЧ.у/т гиг.мяг.пов.8шт,,2023-09-14,2023-10-04,,2,159.99,129.99,18,False
4096940,KOTEX Проклад.НЭЧУРАЛ НОРМАЛ жен.гиг.8шт,,2023-09-14,2023-10-04,,2,174.99,129.99,25,False
4096942,KOTEX Проклад.НЭЧУРАЛ СУПЕР жен.гиг.7шт,products/mini_4096942.jpg,2023-09-14,2023-10-04,,2,174.99,129.99,25,False
4096944,KOTEX Проклад.НЭЧУРАЛ НОЧНЫЕ жен.гиг.6шт,,2023-09-14,2023-10-04,,2,174.99,129.99,25,False
4103707,LIBR.Прокл.ULT.НОРМ.мяг.п.у/тон.гиг.8шт,,2023-09-14,2023-10-04,,2,159.99,129.99,18,False
4189225,KOTEX Прокладки ANTIBAC.жен.длинные 18шт,,2023-09-14,2023-10-04,,2,179.99,149.99,16,False
64681,NIVEA Гель д/брит.чув.кож.200мл,products/mini_64681.jpg,2023-09-14,2023-10-04,,2,479.99,319.99,33,False
70479,NIVEA Лос.п/бр.д/чув.кожи 100мл,products/mini_70479.jpg,2023-09-26,2023-10-02,,0,599.99,379.99,36,False
11747,NIVEA Бальз.п/бр.чув.чув.к100мл,products/mini_11747.jpg,2023-09-26,2023-10-02,,0,599.99,379.99,36,False
3622213,NIVEA Гель MEN ЗАЩИТ/УХОД увл.д/бр.200мл,products/mini_3622213.jpg,2023-09-14,2023-10-04,,2,479.99,319.99,33,False
4167926,FORX Лосьон MEN C.SEN.S.п/бр.д/ч.к.100мл,,2023-09-14,2023-10-04,,2,279.99,199.99,28,False
2105633,ZEWA Полотенца бумажные кухонные 2шт,products/mini_2105633.jpg,2023-09-14,2023-10-04,,2,129.99,99.99,23,False
3449212,PAPIA Полотенца бумажные 3сл.2рул,products/mini_3449212.jpg,2023-09-14,2023-10-04,,2,169.99,109.99,35,False
2087269,TIDE Порошок КОЛОР автомат стр.3кг,products/mini_2087269.jpg,2023-09-26,2023-10-02,,0,519.99,399.99,23,False
2087270,TIDE Порош.АЛЬП.СВЕЖ.авт.ст.3кг,products/mini_2087270.jpg,2023-09-26,2023-10-02,,0,519.99,399.99,23,False
3966944,"LOSK СМС КОЛОР 2,7кг",products/mini_3966944.jpg,2023-09-26,2023-10-02,,0,458.99,359.99,21,False
3966945,"LOSK СМС ГОРНОЕ ОЗЕРО 2,7кг",products/mini_3966945.jpg,2023-09-26,2023-10-02,,0,458.99,359.99,21,False
4250993,PEROS Порошок стирал.д/бел.и цв.бел.3кг,,2023-09-26,2023-10-02,,0,349.99,299.99,14,False
4250994,PEROS Порошок стирал.д/цвет.бел.3кг,,2023-09-26,2023-10-02,,0,349.99,299.99,14,False
3299219,Ополаскив.FINISH для ПММ 800мл,products/mini_3299219.jpg,2023-09-14,2023-10-04,,2,549.99,399.99,27,False
3500750,FAIRY Ср.СОЧНЫЙ ЛИМОН д/мыт.посуды 450мл,products/mini_3500750.jpg,2023-09-26,2023-10-02,,0,139.99,99.99,28,False
3501026,FAIRY Ср.СОЧНЫЙ ЛИМОН д/мыт.посуды 900мл,products/mini_3501026.jpg,2023-09-14,2023-10-04,,2,229.99,199.99,13,False
3501028,FAIRY Ср.НЕЖ.РУКИ РОМАШ/ВИТ.Ед/пос.900мл,products/mini_3501028.jpg,2023-09-14,2023-10-04,,2,229.99,199.99,13,False
3501031,FAIRY Ср.НЕЖ.РУКИ Ч.ДЕР/МЯТА д/пос.450мл,products/mini_3501031.jpg,2023-09-26,2023-10-02,,0,139.99,99.99,28,False
3669213,SORTI Сред.БАЛЬЗ.АЛ.ВЕРА д/мыт.пос.450г,products/mini_3669213.jpg,2023-09-26,2023-10-02,,0,83.99,69.99,16,False
3673589,FAIRY Сред.PURE&CLEAN д/мыт.пос.650мл,products/mini_3673589.jpg,2023-09-14,2023-10-04,,2,229.99,199.99,13,False
3908950,FINISH Гель AL.IN1 M.А-Ж.д/ПММ лим.600мл,products/mini_3908950.jpg,2023-09-14,2023-10-04,,2,799.99,599.99,25,False
4212920,FINISH Сред.POWERB.POW.AIO д/ПММ 13таб,products/mini_4212920.jpg,2023-09-14,2023-10-04,,2,399.99,249.99,37,False
2129487,VAN.Ср.чис.GOLD АНТ.ШАМ.д/р.чис.ков450мл,products/mini_2129487.jpg,2023-09-14,2023-10-04,,2,399.99,299.99,25,False
37325,М.МУСК.Сред.ПРОФЕССИОН.д/мыт.стекл 500мл,products/mini_37325.jpg,2023-09-14,2023-10-04,,2,244.99,179.99,26,False
3501668,"SYNERGETIC Сред.д/мыт.ок/зер.биоразл0,5л",products/mini_3501668.jpg,2023-09-14,2023-10-04,,2,209.99,185.99,11,False
2083054,CIF Крем ЛИМОН чистящий 500мл,products/mini_2083054.jpg,2023-09-26,2023-10-02,,0,259.99,149.99,42,False
3436349,CIF Крем AROM.РОЗОВ.СВЕЖEСТЬ чист.500мл,products/mini_3436349.jpg,2023-09-26,2023-10-02,,0,259.99,149.99,42,False
4068002,CIF Спрей УЛЬТРА ГИГИЕНА чист.унив.500мл,products/mini_4068002.jpg,2023-09-14,2023-10-04,,2,349.99,199.99,42,False
94650,MrPROP.Ср-во ЛИМОН моющее 500мл,products/mini_94650.jpg,2023-09-14,2023-10-04,,2,119.99,99.99,16,False
98056,TIR.TURB.Гель мощ.д/уд.зас.в труб.500мл,products/mini_98056.jpg,2023-09-14,2023-10-04,,2,499.99,319.99,36,False
2162250,CILLIT Ср-во д/уд.налет/ржавч с курк.450,products/mini_2162250.jpg,2023-09-14,2023-10-04,,2,299.99,209.99,30,False
3413434,SANF.Сред БЕЛ.ГЕЛЬ с комп.дейст.3в1 700г,products/mini_3413434.jpg,2023-09-14,2023-10-04,,2,139.99,119.99,14,False
3669460,BREF Гель TOT.ЧИСТ/БЛЕСК ЛИМ/ЛАЙМ 700мл,products/mini_3669460.jpg,2023-09-14,2023-10-04,,2,244.99,89.99,63,False
3362360,UNIC.Жироуд.д/чист.стеклок.плит 500мл,products/mini_3362360.jpg,2023-09-14,2023-10-04,,2,329.99,199.99,39,False
3442578,PICNIC Батончик BIG 76г,products/mini_3442578.jpg,2023-10-03,2023-10-09,,0,79.99,44.99,43,False
4232528,MIXBAR Конфеты БАТОНЧИК какао/мол/кр.30г,products/mini_4232528.jpg,2023-10-03,2023-10-09,,0,17.99,14.99,16,False
4237783,GOODMIX Конф.SAL.CAR.TAS.вк.сол.кар.44г,products/mini_4237783.jpg,2023-10-03,2023-10-09,,0,54.99,39.99,27,False
4239070,MIXBAR Десерт БАТОНЧИК с печ/карам.30г,products/mini_4239070.jpg,2023-10-03,2023-10-09,,0,17.99,14.99,16,False
4240555,GOODMIX Кон.SAL.P.TAS.вк.сол.ар.хр.в.46г,products/mini_4240555.jpg,2023-10-03,2023-10-09,,0,54.99,39.99,27,False
4269929,NUT&GO Батончик миндальный 34г,products/mini_4269929.jpg,2023-10-03,2023-10-09,,0,39.99,29.99,25,False
3443624,"МУ-У Молоко ул/паст.2,5% 950г/925мл",products/mini_3443624.jpg,2023-10-03,2023-10-09,,0,87.99,64.99,26,False
3443625,"МУ-У Молоко ул/паст.3,2% 950г/925мл",products/mini_3443625.jpg,2023-10-03,2023-10-09,,0,89.99,69.99,22,False
44323,Яйцо ЭКСТРА кур.отбор.фас.10шт,products/mini_44323.jpg,2023-10-03,2023-10-09,,0,117.99,99.99,15,False
49076,"ДАНИС.Прод.тв.черник.5,5% 130",products/mini_49076.jpg,2023-10-03,2023-10-09,Купи от 3 штук по цене 44.99,0,72.99,49.99,31,False
78358,"ДАНИС.Прод.тв.брав.шок.6,7% 130г",products/mini_78358.jpg,2023-10-03,2023-10-09,Купи от 3 штук по цене 44.99,0,72.99,49.99,31,False
2058043,"ДАНИС.Прод.тв.хр.шар.7,2%130г",products/mini_2058043.jpg,2023-10-03,2023-10-09,Купи от 3 штук по цене 44.99,0,72.99,49.99,31,False
2131371,"ДАНИС.Прод.тв.киви 5,5% 130г",products/mini_2131371.jpg,2023-10-03,2023-10-09,Купи от 3 штук по цене 44.99,0,72.99,49.99,31,False
3483427,"GR.DESSERT Пудинг ВАН.мол.4,7% 200г",products/mini_3483427.jpg,2023-10-03,2023-10-09,,0,89.99,69.99,22,False
3483437,"GR.DESSERT Пудинг ШОК.мол.5,2% 200г",products/mini_3483437.jpg,2023-10-03,2023-10-09,,0,89.99,69.99,22,False
3601417,САВУШ.Йогурт ГРЕЧЕСКИЙ 2% 140г,products/mini_3601417.jpg,2023-10-03,2023-10-09,Купи от 3 штук по цене 36.99,0,49.99,39.99,20,False
3601418,САВУШ.Йогурт ГРЕЧЕСКИЙ черника 2% 140г,products/mini_3601418.jpg,2023-10-03,2023-10-09,Купи от 3 штук по цене 36.99,0,57.99,39.99,31,False
3601419,САВУШ.Йогурт ГРЕЧЕСКИЙ вишня 2% 140г,products/mini_3601419.jpg,2023-10-03,2023-10-09,Купи от 3 штук по цене 36.99,0,57.99,39.99,31,False
3677341,"EPICA Йогурт CRISPY с карам.10,2% 140г",products/mini_3677341.jpg,2023-10-03,2023-10-09,,0,84.99,59.99,29,False
3677342,"EPICA Йогурт CRISPY с фисташ.10,5% 140г",products/mini_3677342.jpg,2023-10-03,2023-10-09,,0,84.99,59.99,29,False
4123616,ЭКОНИВА Пр.ТВОРОЖОК тв.пер/абрик.5% 125г,,2023-10-03,2023-10-09,,0,57.99,46.99,18,False
4125516,ЭКОНИВА Прод.ТВОРОЖ.твор.мал/зем.5% 125г,,2023-10-03,2023-10-09,,0,57.99,46.99,18,False
3413519,"БР-ЛИТ.Масло сл/сл.н/сол.в/с 82,5% 180г",products/mini_3413519.jpg,2023-10-03,2023-10-09,,0,199.99,139.99,30,False
4121607,ПРОСТОКВ.Сметана 25% 300г,products/mini_4121607.jpg,2023-10-03,2023-10-09,,0,119.99,99.99,16,False
3651189,РАЭ Сметана 15% 320г,products/mini_3651189.jpg,2023-10-03,2023-10-09,,0,104.99,72.99,30,False
4018952,БЗМЖ КАЛУЖ.ЗОРЬКА Сметана 15% 180г,,2023-10-03,2023-10-09,,0,64.99,49.99,23,False
3490825,РАЭ Творог 9% 180г,products/mini_3490825.jpg,2023-10-03,2023-10-09,,0,104.99,69.99,33,False
4068078,КАЛУЖ.ЗОР.Творог 5% пак.300г,products/mini_4068078.jpg,2023-10-03,2023-10-09,,0,146.99,119.99,18,False
4095453,РОСТАГРОЭКС.Творог 5% 180г,products/mini_4095453.jpg,2023-10-03,2023-10-09,,0,97.99,69.99,28,False
4121611,ПРОСТОКВ.Творог 2% 200г,products/mini_4121611.jpg,2023-10-03,2023-10-09,,0,94.99,75.99,20,False
3376242,"РОГАЧЕВ Молоко сгущ.с сах.8,5% ж/б 380г",products/mini_3376242.jpg,2023-10-03,2023-10-09,,0,159.99,129.99,18,False
4285295,ХЛЕБ.ДОМ Плюшка с маком 120г,,2023-10-03,2023-10-09,,0,49.99,37.99,24,False
3950922,ЗЕРНИЦА Крекер с кунж/сем.льна 180г,products/mini_3950922.jpg,2023-10-03,2023-10-09,,0,59.99,49.99,16,False
4191169,ЗЕРНИЦА Крекер С РОЗМАРИНОМ 180г,products/mini_4191169.jpg,2023-10-03,2023-10-09,,0,59.99,49.99,16,False
3503336,НАТУРБУФЕТ Картофель томл.с мяс/ов.250г,products/mini_3503336.jpg,2023-10-03,2023-10-09,,0,169.99,139.99,17,False
2073280,ПЕТЕЛИНКА Бедро ОСОБОЕ охл.на подл.1кг,products/mini_2073280.jpg,2023-10-03,2023-10-09,,0,229.99,194.99,15,False
3191300,ТЕНДЕР Филе куриное охл. 1кг,products/mini_3191300.jpg,2023-10-03,2023-10-09,,0,349.99,314.99,10,False
4072852,РЕСТОРИЯ Азу из индейки 500г,products/mini_4072852.jpg,2023-10-03,2023-10-09,,0,229.99,189.99,17,False
4115862,ПЕРВ.СВЕЖ.Шарики куриные охл.450г,products/mini_4115862.jpg,2023-10-03,2023-10-09,,0,199.99,174.99,12,False
4267626,ПАВА-ПАВА Филе гол.из мяса инд.охл.450г,,2023-10-03,2023-10-09,,0,234.99,199.99,14,False
3498302,ЭКОЛЬ Ребрышки говяжьи 400г,,2023-10-03,2023-10-09,,0,229.99,199.99,13,False
4057490,РЕСТОРИЯ Гуляш свиной охл.МГА 400г,products/mini_4057490.jpg,2023-10-03,2023-10-09,,0,179.99,159.99,11,False
3626026,ЧЕРКИЗ.Медальоны из свин.выр.охл.500г,products/mini_3626026.jpg,2023-10-03,2023-10-09,,0,299.99,254.99,15,False
