plu,name,image_small,promo.date_begin,promo.date_end,promo.mech,promo.expired_at,prices.price_regular,prices.price_discount,prices.discount,is_new
3978460,ORION Изд.конд.CH.PIE RAS.в гл.360г,products/mini_3978460.jpg,2023-09-14,2023-10-04,,2,219.99,169.99,22,False
3979814,LOTTE Печ.ЧОКОП.С АРОМ.БАН.просл.гл.336г,products/mini_3979814.jpg,2023-09-26,2023-10-02,,0,199.99,159.99,20,False
4001788,ШАРЛИЗ Печенье КУРАБ.С ЯБЛ.ПОВ.сдоб.300г,products/mini_4001788.jpg,2023-09-14,2023-10-04,,2,93.99,62.99,32,False
4009452,ПОЛЕТ Десерт ЛИМОНЬЕРКИ сл.ябл.кор.300г,,2023-09-14,2023-10-04,,2,159.99,124.99,21,False
4053045,MILKA Печ-пал.LILA STICKS пок.м/шок.112г,products/mini_4053045.jpg,2023-09-14,2023-10-04,,2,159.99,129.99,18,False
4122161,ЛЮБЯТОВО Печенье МАРИЯ ТРАДИЦ.зат.156г,products/mini_4122161.jpg,2023-09-14,2023-10-04,,2,52.99,42.99,18,False
4189749,ЗЕРНИЦА Печенье ОВСЯНОЕ классич.350г,,2023-09-26,2023-10-02,,0,89.99,79.99,11,False
4189750,ЗЕРНИЦА Печенье ОВСЯНОЕ кус.шок.350г,,2023-09-26,2023-10-02,,0,89.99,79.99,11,False
3395342,EGOISTE Кофе NOIR зер.м/у 250г,products/mini_3395342.jpg,2023-09-14,2023-10-04,,2,599.99,529.99,11,False
3489538,JARD.Кофе AMERIC.CREMA жар.зер.1000г,products/mini_3489538.jpg,2023-09-14,2023-10-04,,2,1559.00,1149.00,26,False
4089752,VENETTO Кофе натуральный жареный зер.1кг,products/mini_4089752.jpg,2023-09-26,2023-10-02,,0,1199.99,1079.99,10,False
4254827,MACCOFFEE Кофе P.ES.FOR.жар.нат.зер.250г,products/mini_4254827.jpg,2023-09-14,2023-10-04,,2,319.99,219.99,31,False
6134,MACCOFFEE Нап.коф.раств.3в1 м/у 20г,products/mini_6134.jpg,2023-09-14,2023-10-04,,2,16.49,13.99,15,False
3419749,NESC.Кофе GOLD BARISTA раст.ст/б 85г,products/mini_3419749.jpg,2023-09-26,2023-10-02,,0,579.99,299.99,48,False
3651382,EGOISTE Кофе NOIR 100% нат.раст.субл100г,products/mini_3651382.jpg,2023-09-14,2023-10-04,,2,599.99,449.99,25,False
3659496,NESC.Кофе GOLD нат.рас.доб.мол.95г,products/mini_3659496.jpg,2023-09-26,2023-10-02,,0,519.99,299.99,42,False
3691889,FRESCO Кофе DOPPIO раст.убл.доб.мол.100г,products/mini_3691889.jpg,2023-09-14,2023-10-04,,2,469.99,274.99,41,False
4020246,VENETTO Кофе раст.субл.95г,products/mini_4020246.jpg,2023-09-26,2023-10-02,,0,219.99,194.99,11,False
4069896,VENETTO Кофе нат.раст.субл.доб.мол.95г,products/mini_4069896.jpg,2023-09-26,2023-10-02,,0,219.99,194.99,11,False
4096124,"MACCOFFEE Нап.CAP.DI TOR.коф.т.шок.25,5г",products/mini_4096124.jpg,2023-09-26,2023-10-02,,0,27.49,22.99,16,False
4146703,NESC.Кофе CLASSIC нат.раст.пор.320г,products/mini_4146703.jpg,2023-09-14,2023-10-04,,2,625.99,399.99,36,False
4181888,VENETTO Кофе INTENSE раст.субл.95г,products/mini_4181888.jpg,2023-09-26,2023-10-02,,0,219.99,194.99,11,False
4221917,"JACOBS Напиток КЛАС.коф.раст.3в1 13,5г",products/mini_4221917.jpg,2023-09-26,2023-10-02,,0,17.99,14.99,16,False
4249220,NESC.Кофе CL.CR.нат.раст.пор-бр.190г,products/mini_4249220.jpg,2023-09-14,2023-10-04,,2,489.99,299.99,38,False
4257172,MIGEL Кофе GOLD нат.раст.субл.150г,products/mini_4257172.jpg,2023-09-14,2023-10-04,,2,259.99,232.99,10,False
4266111,VENETTO Кофе раст.субл.130г,products/mini_4266111.jpg,2023-09-26,2023-10-02,,0,259.99,234.99,9,False
4291299,MONARCH Кофе ORIGIN.IN.нат.раст.субл.95г,products/mini_4291299.jpg,2023-09-26,2023-10-02,,0,506.99,299.99,40,False
4291309,MONARCH Кофе ORIGINAL нат.раст.субл.190г,products/mini_4291309.jpg,2023-09-26,2023-10-02,,0,799.99,419.99,47,False
4291329,MONARCH Кофе CAR.нат.раст.суб.ар.кар.95г,products/mini_4291329.jpg,2023-09-26,2023-10-02,,0,499.99,329.99,34,False
4307722,MONARCH Кофе ORIGINAL нат.раст.субл.210г,products/mini_4307722.jpg,2023-09-26,2023-10-02,,0,939.99,479.99,48,False
2042286,Чай CHAMPION черный цейлон.100г,products/mini_2042286.jpg,2023-09-14,2023-10-04,,2,199.99,149.99,25,False
3328839,АКБАР Чай CEYLON чер.пак.100х2г,products/mini_3328839.jpg,2023-09-14,2023-10-04,,2,359.99,229.99,36,False
5051,AHM.TEA Чай EARL GREY 25х2г,products/mini_5051.jpg,2023-09-14,2023-10-04,,2,144.99,109.99,24,False
14858,AHM.TEA Чай EARL GREY 100г,products/mini_14858.jpg,2023-09-14,2023-10-04,,2,229.99,159.99,30,False
56703,МАЙ Чай ОТБОР.цейл.пакет. 25х2г,products/mini_56703.jpg,2023-09-26,2023-10-02,,0,69.99,56.99,18,False
2053819,B.T.Чай ОПА черн.байх.в/с 250г,products/mini_2053819.jpg,2023-09-14,2023-10-04,,2,354.99,259.99,26,False
2093774,"МАЙ Чай ЛЕСНЫЕ ЯГОДЫ чер.пак.25х1,5г",products/mini_2093774.jpg,2023-09-26,2023-10-02,,0,69.99,56.99,18,False
3440334,RICH.Чай РОЯЛ ЦЕЙЛОН черн.сашет 25x2г,products/mini_3440334.jpg,2023-09-14,2023-10-04,,2,149.99,94.99,36,False
46497,МАЙ Чай КОРОНА РОС.ИМПЕРИИ чер.100х2г,products/mini_46497.jpg,2023-09-14,2023-10-04,,2,279.99,199.99,28,False
3338246,"TESS Чай FOREST DREAM чер.пирам.20х1,8",products/mini_3338246.jpg,2023-09-26,2023-10-02,,0,122.99,79.99,34,False
3373024,"CURTIS Чай SUNNY LEMON чер.20х1,7г",products/mini_3373024.jpg,2023-09-26,2023-10-02,,0,139.99,89.99,35,False
3380947,AHM.TEA Чай EARL GREY 200г,products/mini_3380947.jpg,2023-09-14,2023-10-04,,2,399.99,289.99,27,False
3380950,AHM.TEA Чай CEYLON OR.PEK.чер.байх.200г,products/mini_3380950.jpg,2023-09-14,2023-10-04,,2,399.99,289.99,27,False
3418513,RICН.Чай LORD GR.чер.с ар.берг/лим.25х2г,products/mini_3418513.jpg,2023-09-14,2023-10-04,,2,149.99,94.99,36,False
3439933,АЗЕРЧАЙ Чай чер.байх.кр/лист.букет 200г,products/mini_3439933.jpg,2023-09-14,2023-10-04,,2,319.99,239.99,25,False
3440336,RICH.Чай КОРОЛ.ЦЕЙЛОН лист.черн.90г,products/mini_3440336.jpg,2023-09-14,2023-10-04,,2,169.99,119.99,29,False
3446638,RICHARD Чай РОЯЛ ЦЕЙЛОН чер.байх.100х2г,products/mini_3446638.jpg,2023-09-14,2023-10-04,,2,439.99,269.99,38,False
3450276,"ГРИНФ.Чай СПР.МЕЛ.ч.ар.ф/душ.тр.100х1,5г",products/mini_3450276.jpg,2023-09-14,2023-10-04,,2,469.99,319.99,31,False
3452991,КРЕП.ТРАД.Чай чер.байх.кр/лист.в/с 250г,products/mini_3452991.jpg,2023-09-14,2023-10-04,,2,149.99,134.99,10,False
3473068,RICH.Чай LORD GREY чер.с ар.берг/лим.90г,products/mini_3473068.jpg,2023-09-14,2023-10-04,,2,169.99,119.99,29,False
3489556,"TESS Чай BANANA SPL.ар.кл./бан.чер20х1,8",products/mini_3489556.jpg,2023-09-26,2023-10-02,,0,122.99,79.99,34,False
3499718,RICH.Чай ROYAL EARL GREY чер.берг.100х2г,products/mini_3499718.jpg,2023-09-14,2023-10-04,,2,379.99,269.99,28,False
3605415,AHM.TEA Чай КЛАССИЧ.чер.лист.200г,products/mini_3605415.jpg,2023-09-14,2023-10-04,,2,329.99,224.99,31,False
3650482,"CURTIS Чай BL.BER.B.чер.лист.пир.20x1,8г",products/mini_3650482.jpg,2023-09-14,2023-10-04,,2,129.99,84.99,34,False
3662837,АЗЕРЧАЙ Чай БУКЕТ черн.байх.100x2г,products/mini_3662837.jpg,2023-09-14,2023-10-04,,2,289.99,219.99,24,False
4113979,"AHMAD Чай МАГ.МАНГО чер.вк/ар.ман25х1,5г",products/mini_4113979.jpg,2023-09-14,2023-10-04,,2,159.99,109.99,31,False
4156508,ASSAND Чай КЕНИЙСКИЙ чер.байх.пак.100х2г,products/mini_4156508.jpg,2023-09-26,2023-10-02,,0,239.99,214.99,10,False
4158428,"RICH.Чай Р.П.ЭНД М.чер.ар.п/мят.25х1,7г",,2023-09-14,2023-10-04,,2,149.99,94.99,36,False
4179331,"ASSAND Чай черн.байх.ар.с доб.100x1,5г",products/mini_4179331.jpg,2023-09-26,2023-10-02,,0,239.99,214.99,10,False
3906534,ЗЕЛ.ПАН.Чай МОЛ.ТУМ.оол.мол.кит.кр/л100г,products/mini_3906534.jpg,2023-09-14,2023-10-04,,2,256.99,169.99,33,False
2085291,AHM.TEA Чай зеленый с жасмином пак.25х2г,products/mini_2085291.jpg,2023-09-14,2023-10-04,,2,146.99,99.99,31,False
2147895,GREENF.Чай Fl.Dragon gr.пак.100х2г,products/mini_2147895.jpg,2023-09-14,2023-10-04,,2,479.99,319.99,33,False
3379939,"CURTIS Чай FRESH MOJITOзел.ар.пак20х1,7г",products/mini_3379939.jpg,2023-09-26,2023-10-02,,0,139.99,89.99,35,False
3482097,"CURTIS Чай HUGO COCKT.зел.ар.пир.20х1,8г",products/mini_3482097.jpg,2023-09-26,2023-10-02,,0,139.99,89.99,35,False
3495758,"CURTIS Чай DEL.MANGO зел.лист.пир20х1,8г",products/mini_3495758.jpg,2023-09-14,2023-10-04,,2,129.99,84.99,34,False
3503784,AHM.TEA Чай с жасмином зел.100г,products/mini_3503784.jpg,2023-09-14,2023-10-04,,2,247.79,189.99,23,False
4215085,"ASSAND Чай FR.SUM.Л.зел.байх.ар.100x1,5г",products/mini_4215085.jpg,2023-09-26,2023-10-02,,0,239.99,214.99,10,False
4275899,"GREENF.Нап.НЭЙЧ.ТИЗ.ЛЕМ.ШИС.чайн.20х1,8г",products/mini_4275899.jpg,2023-09-26,2023-10-02,,0,179.99,119.99,33,False
4275900,"GREENF.Нап.НЭЙЧ.ТИЗ.ЛАВ.ВЕР.чайн.20х1,8г",products/mini_4275900.jpg,2023-09-26,2023-10-02,,0,179.99,119.99,33,False
3601193,"CURTIS Набор чая DES.TEA COLLECT.58,5г",products/mini_3601193.jpg,2023-09-14,2023-10-04,,2,369.99,249.99,32,False
4268558,ХРУТКА Какао-нап.б/р д/п.дет.д/шк.в.500г,products/mini_4268558.jpg,2023-09-26,2023-10-02,,0,299.99,199.99,33,False
4285757,KIDNESS Какао-напиток раст.с витам.500г,products/mini_4285757.jpg,2023-09-26,2023-10-02,,0,199.99,169.99,15,False
3473706,БОЛ.ЧАШКА Цикорий раст.пор.экст.черн.85г,products/mini_3473706.jpg,2023-09-26,2023-10-02,,0,99.99,59.99,40,False
3992691,БОЛ.ЧАШКА Цикорий нат.раст.субл.85г,products/mini_3992691.jpg,2023-09-14,2023-10-04,,2,289.99,219.99,24,False
4177516,GR.LIFE Цикорий раст.порошкообразный 85г,products/mini_4177516.jpg,2023-09-14,2023-10-04,,2,69.99,49.99,28,False
69967,ШИШК.ЛЕС Вода СПОРТ пит.н/г ПЭТ 1л,products/mini_69967.jpg,2023-09-26,2023-10-02,,0,63.99,45.99,28,False
81003,Вода РЫЧАЛ-СУ минеральная ПЭТ 1л,products/mini_81003.jpg,2023-09-14,2023-10-04,,2,99.99,79.99,20,False
3608728,"HONEY KID Вода д/дет.негаз.1,5л",products/mini_3608728.jpg,2023-09-26,2023-10-02,,0,39.99,32.99,17,False
3656206,"ЗАПОВ.ЗДОР.Вода НАГ-26 мин.л-ст.газ.0,5л",products/mini_3656206.jpg,2023-09-26,2023-10-02,,0,49.99,40.99,18,False
3688644,"ЗАПОВ.ЗДОР.Вода№17 пит.мин.лечеб.газ1,5л",products/mini_3688644.jpg,2023-09-26,2023-10-02,,0,59.99,42.99,28,False
3954422,"BAIKAL430 Вода БАЙКАЛ.ГЛУБ.прир.0,85л",products/mini_3954422.jpg,2023-09-14,2023-10-04,,2,109.99,89.99,18,False
4298501,ЛИП.РОСИН.Нап.ЛИП-ЛАЙТ вк.тр.фр.газ.0.5л,,2023-09-26,2023-10-02,,0,46.99,33.99,27,False
4229665,POSITIV.Нап.вк.апельс.б/алк.газ.ПЭТ 2л,products/mini_4229665.jpg,2023-09-14,2023-10-04,,2,153.29,109.99,28,False
4235016,ЧЕРНОГОЛ.Нап.КОЛА б/алк.газ.ст/б 1л,products/mini_4235016.jpg,2023-09-26,2023-10-02,,0,109.99,99.99,9,False
4305418,ВК.НА ВСЕ ВР.Нап.ЛИМОНАД б/алк.ст/б 0.5л,products/mini_4305418.jpg,2023-09-26,2023-10-02,,0,49.99,39.99,20,False
4305470,ВК.НА ВСЕ ВР.Нап.ВК.ДЮШЕС б/ал.ст/б 0.5л,products/mini_4305470.jpg,2023-09-26,2023-10-02,,0,49.99,39.99,20,False
26867,САДЫ ПРИД.Сок дет.мультифрук.б/сах 0.2л,products/mini_26867.jpg,2023-09-14,2023-10-04,,2,29.99,26.99,10,False
40350,Сок NAR ГРАНАТОВЫЙ восст.для дет.пит. 1л,products/mini_40350.jpg,2023-09-14,2023-10-04,,2,199.99,164.99,17,False
51284,Нектар ДОБРЫЙ апельсиновый 100% 1л,products/mini_51284.jpg,2023-09-26,2023-10-02,,0,139.99,109.99,21,False
58049,Сок ДОБРЫЙ яблочный 1л,products/mini_58049.jpg,2023-09-26,2023-10-02,,0,139.99,109.99,21,False
58050,Сок ДОБРЫЙ томатный 1л,products/mini_58050.jpg,2023-09-26,2023-10-02,,0,139.99,109.99,21,False
58053,Нектар ДОБРЫЙ мультифрут 1л,products/mini_58053.jpg,2023-09-26,2023-10-02,,0,139.99,109.99,21,False
80184,"САДЫ ПРИД.Сок дет.зел.яб.восс.0,2л",products/mini_80184.jpg,2023-09-14,2023-10-04,,2,29.99,26.99,10,False
80186,САДЫ ПРИД.Сок дет.яблочный нат0.2л,products/mini_80186.jpg,2023-09-14,2023-10-04,,2,29.99,26.99,10,False
80190,"САДЫ ПРИД.Сок дет.ябл.персик с мяк0,2л",products/mini_80190.jpg,2023-09-14,2023-10-04,,2,29.99,26.99,10,False
3010145,"САДЫ ПРИД.Сок ябл/вин0,2л",products/mini_3010145.jpg,2023-09-14,2023-10-04,,2,29.99,26.99,10,False
3049629,САДЫ ПРИДОНЬЯ Сок яблоко зеленое 125мл,products/mini_3049629.jpg,2023-09-26,2023-10-02,,0,19.99,15.99,20,False
3049630,"САДЫ ПРИД.Сок яблоко шиповник 0,2л",products/mini_3049630.jpg,2023-09-14,2023-10-04,,2,29.99,26.99,10,False
3246773,САДЫ ПРИД.Сок ЯБЛ/ВИШН.осв.дет/пит.125мл,products/mini_3246773.jpg,2023-09-26,2023-10-02,,0,19.99,15.99,20,False
3363253,"САДЫ ПРИДОНЬЯ Сок ябл-черная смор.0,2л",products/mini_3363253.jpg,2023-09-14,2023-10-04,,2,29.99,26.99,10,False
3418780,ДОБ.Напит.сокос.апел.с мяк.дет.пит.450мл,products/mini_3418780.jpg,2023-09-26,2023-10-02,,0,89.99,69.99,22,False
3450911,"FRESH ALOE Нап.кус.алоэ б/алк.негаз.1,5л",products/mini_3450911.jpg,2023-09-14,2023-10-04,,2,129.99,99.99,23,False
3467778,"ЛЮБИМЫЙ Напит.ябл/вишн/чер.осв.д/д 1,93л",products/mini_3467778.jpg,2023-09-26,2023-10-02,,0,189.99,169.99,10,False
3498026,"ЛЮБИМЫЙ Нап.АПЕЛЬСИН.МАНГО дет.мяк.1,93л",products/mini_3498026.jpg,2023-09-26,2023-10-02,,0,189.99,169.99,10,False
3694762,"SOKO GRANDE Нектар морковный с мяк.0,75л",products/mini_3694762.jpg,2023-09-14,2023-10-04,,2,109.99,89.99,18,False
3694763,"SOKO GRANDE Нектар тыквенный с мяк.0,75л",products/mini_3694763.jpg,2023-09-14,2023-10-04,,2,109.99,89.99,18,False
4173526,FRESH Нап.ALOE ВК.МАНГО б/алк.ПЭТ 1.5л,products/mini_4173526.jpg,2023-09-14,2023-10-04,,2,129.99,99.99,23,False
4235991,"SOKO GRANDE Сок том.м.сол.мяк.в.п.0,75л",products/mini_4235991.jpg,2023-09-14,2023-10-04,,2,149.99,119.99,20,False
4255415,ЛЮБИМЫЙ Нап.ябл.с/сод.дет.т/п 1.93л,products/mini_4255415.jpg,2023-09-26,2023-10-02,,0,189.99,169.99,10,False
4282741,ДОБРЫЙ Нап.ябл/перс.с/сод.дет.т/п 1л,,2023-09-26,2023-10-02,,0,139.99,109.99,21,False
4285564,ФРУТМОТ.Нап.ТРОП.МИКС с/сод.ПЭТ 1.5л,products/mini_4285564.jpg,2023-09-14,2023-10-04,,2,109.99,89.99,18,False
4285567,ФРУТМОТ.Нап.ЯГОДНЫЙ МИКС с/сод.ПЭТ 1.5л,products/mini_4285567.jpg,2023-09-14,2023-10-04,,2,109.99,89.99,18,False
4285568,ФРУТМОТ.Нап.ЯРКАЯ ВИШНЯ с/сод.ПЭТ 1.5л,products/mini_4285568.jpg,2023-09-14,2023-10-04,,2,109.99,89.99,18,False
4285569,ФРУТМОТ.Нап.СОЧНОЕ ЯБЛОКО с/сод.ПЭТ 1.5л,products/mini_4285569.jpg,2023-09-14,2023-10-04,,2,109.99,89.99,18,False
4285574,ФРУТМОТ.Нап.СОЛН.АПЕЛЬСИН с/сод.ПЭТ 1.5л,products/mini_4285574.jpg,2023-09-14,2023-10-04,,2,109.99,89.99,18,False
4285575,ФРУТМОТ.Нап.КЛУБН.АРБУЗ с/сод.ПЭТ 1.5л,products/mini_4285575.jpg,2023-09-14,2023-10-04,,2,109.99,89.99,18,False
4289195,ДОБРЫЙ Нап.PULPY яб/ч.ряб/виш.с/сод0.45л,,2023-09-26,2023-10-02,,0,89.99,69.99,22,False
16793,BOND.Кукур.слад.зерн.ж/б. 212мл,products/mini_16793.jpg,2023-09-14,2023-10-04,,2,99.99,79.99,20,False
27460,BONDUEL.Горошек зел.с кольц.200г,products/mini_27460.jpg,2023-09-14,2023-10-04,,2,99.99,79.99,20,False
4079047,GL.VIL.SEL.Кукуруза сладкая 340г,products/mini_4079047.jpg,2023-09-14,2023-10-04,,2,105.99,89.99,15,False
3180523,ДЯДЯ ВАНЯ Корниш.ПО-ФРАНЦ.460г,products/mini_3180523.jpg,2023-09-14,2023-10-04,,2,209.99,169.99,19,False
3231209,GLOB.VIL.Огурцы корниш.марин.720мл,products/mini_3231209.jpg,2023-09-14,2023-10-04,,2,169.99,144.99,14,False
3235377,GLOBAL VILLAGE Фасоль белая в с/с425мл,products/mini_3235377.jpg,2023-09-14,2023-10-04,,2,84.99,79.99,5,False
3255050,GL.VILLAGE Оливки зел.с анчоус.ж/б 300г,products/mini_3255050.jpg,2023-09-14,2023-10-04,,2,124.99,107.99,13,False
3255052,GL.VILLAGE Оливки зел.с лимон.ж/б 300г,products/mini_3255052.jpg,2023-09-14,2023-10-04,,2,124.99,107.99,13,False
3279070,GLOBAL VILL.Баклажаны в аджике ст/б 510г,products/mini_3279070.jpg,2023-09-14,2023-10-04,,2,124.99,99.99,20,False
3307409,GLOB.VIL.Горошек зел.конс.мозг.сорт.400г,products/mini_3307409.jpg,2023-09-26,2023-10-02,,0,79.99,69.99,12,False
3314610,GL.VILLAGE Томаты ЧЕРРИ мар.720мл,products/mini_3314610.jpg,2023-09-14,2023-10-04,,2,134.99,115.99,14,False
3327872,GL.VILLAGE Томаты в томат.соке 680г,products/mini_3327872.jpg,2023-09-14,2023-10-04,,2,124.99,107.99,13,False
3424501,GL.VIL.Огурцы сол.по-домаш.ст/б 680г,products/mini_3424501.jpg,2023-09-14,2023-10-04,,2,149.99,129.99,13,False
3431892,GL.VILLAGE Шампиньоны резаные 400г,products/mini_3431892.jpg,2023-09-14,2023-10-04,,2,134.99,109.99,18,False
3435145,GLOB.VIL.Оливки зел.фаршир.креветк.314мл,products/mini_3435145.jpg,2023-09-14,2023-10-04,,2,124.99,107.99,13,False
3446055,GL.VILLAGE Оливки зел.б/к с.Манзан.300г,products/mini_3446055.jpg,2023-09-14,2023-10-04,,2,124.99,107.99,13,False
3903537,GL.VILLAGE Икра из баклажанов 520г,products/mini_3903537.jpg,2023-09-14,2023-10-04,,2,109.99,89.99,18,False
3903538,GL.VILLAGE Икра из кабачков 520г,products/mini_3903538.jpg,2023-09-14,2023-10-04,,2,89.99,79.99,11,False
3940313,GL.VILLAGE Грузди соленые стер.530г,products/mini_3940313.jpg,2023-09-14,2023-10-04,,2,179.99,154.99,13,False
4078780,GL.VIL.SEL.Горошек зеленый 400г,products/mini_4078780.jpg,2023-09-14,2023-10-04,,2,105.99,89.99,15,False
4090904,GL.VILLAGE Фасоль красная в т/с 425мл,products/mini_4090904.jpg,2023-09-14,2023-10-04,,2,94.99,79.99,15,False
4099820,GL.VILLAGE Лобио 530г,products/mini_4099820.jpg,2023-09-14,2023-10-04,,2,139.99,119.99,14,False
4172099,GL.VIL.SEL.Лечо 680г,products/mini_4172099.jpg,2023-09-14,2023-10-04,,2,149.99,134.99,10,False
4172476,GL.VIL.SEL.Айвар ДОМАШНИЙ 360г,products/mini_4172476.jpg,2023-09-14,2023-10-04,,2,169.99,144.99,14,False
4175976,GL.VIL.SEL.Перец ЧИЛИ маринованный 330г,products/mini_4175976.jpg,2023-09-14,2023-10-04,,2,179.99,149.99,16,False
4180257,GL.VIL.SEL.Лютеница ДОМАШНЯЯ 360г,products/mini_4180257.jpg,2023-09-14,2023-10-04,,2,169.99,144.99,14,False
4235943,СКАТ-САМОБР.Томаты МЕДОВЫЕ мар.680г,,2023-09-14,2023-10-04,,2,139.99,109.99,21,False
4262560,ПИКАНТА Икра из кабачков 450г,,2023-09-26,2023-10-02,,0,129.99,99.99,23,False
4264419,GL.VIL.SEL.Огурцы ПО-БЕРЛИНСКИ 670г,products/mini_4264419.jpg,2023-09-14,2023-10-04,,2,199.99,169.99,15,False
4271924,ПИКАНТА Фасоль печеная в т/с 470г,,2023-09-26,2023-10-02,,0,179.99,119.99,33,False
78000514,TRATTORIA DI MAES.TUR.Помидоры рез.400г,products/mini_78000514.jpg,2023-09-14,2023-10-04,,2,169.99,114.99,32,False
3301282,F.HOUSE Килька балт.обж.в т/с ж/б 240г,products/mini_3301282.jpg,2023-09-14,2023-10-04,,2,79.99,67.99,15,False
3384810,F.HOUSE Печень трески натуральн.230г,products/mini_3384810.jpg,2023-09-14,2023-10-04,,2,249.99,239.99,4,False
3423841,FISH HOUSE Сайра т/о нат.240г,products/mini_3423841.jpg,2023-09-14,2023-10-04,,2,189.99,169.99,10,False
3468684,ВКУС.КОНС.Шпроты КРУПНЫЕ в/м с ключ.240г,products/mini_3468684.jpg,2023-09-14,2023-10-04,,2,159.99,136.99,14,False
3906213,F.HOUSE Тунец рубленое филе в с/с 185г,products/mini_3906213.jpg,2023-09-14,2023-10-04,,2,159.99,124.99,21,False
4067246,F.HOUSE Икра трески стерилизованная 185г,products/mini_4067246.jpg,2023-09-14,2023-10-04,,2,134.99,122.99,8,False
4087332,F.HOUSE Тунец руб.филе в/м 185г,products/mini_4087332.jpg,2023-09-14,2023-10-04,,2,159.99,119.99,25,False
4089605,F.HOUSE Сардина ИВАСИ т/о нат.куски 245г,products/mini_4089605.jpg,2023-09-26,2023-10-02,,0,92.99,69.99,24,False
4099967,F.HOUSE Паштет шпрот.из кил/сал.г/к 160г,products/mini_4099967.jpg,2023-09-14,2023-10-04,,2,29.99,25.99,13,False
4104193,F.HOUSE Сардина атл.куски в т/с 250г,products/mini_4104193.jpg,2023-09-14,2023-10-04,,2,114.99,97.99,14,False
4114653,КАП.НОРД Шпроты из балт.кильки в/м 175г,products/mini_4114653.jpg,2023-09-14,2023-10-04,,2,144.99,124.99,13,False
4125176,F.HOUSE Сельдь атл.нат.с доб.масла 245г,products/mini_4125176.jpg,2023-09-26,2023-10-02,,0,89.99,76.99,14,False
4264549,ЗНАК КАЧ.Килька балт.нераз.обж.т/с 240г,products/mini_4264549.jpg,2023-09-14,2023-10-04,,2,89.99,75.99,15,False
24661,"ГЛАВПРОДУКТ Говядина тушеная, в/с 338г",products/mini_24661.jpg,2023-09-14,2023-10-04,,2,269.99,209.99,22,False
2021426,Мясо цыпленка в собственном соку 325г,products/mini_2021426.jpg,2023-09-26,2023-10-02,,0,109.99,99.99,9,False
3488763,АК СНОВ Говядина тушеная 1с 338г,products/mini_3488763.jpg,2023-09-26,2023-10-02,,0,309.99,269.99,12,False
3608843,ГАСТРОНОМ №1 Голубцы фарш.мяс/рис.525г,products/mini_3608843.jpg,2023-09-14,2023-10-04,,2,139.99,119.99,14,False
3609913,ГАСТР.№1 Паштет НЕЖНЫЙ кур.90г,products/mini_3609913.jpg,2023-09-14,2023-10-04,,2,34.99,25.99,25,False
3625646,ГЛАВПРОД.Крылышки ГРИЛЬ кур.300г,products/mini_3625646.jpg,2023-09-14,2023-10-04,,2,209.99,174.99,16,False
3959234,HAME Паштет ДЕЛИКАТЕСНЫЙ с гус.печ.105г,products/mini_3959234.jpg,2023-09-14,2023-10-04,,2,65.99,54.99,16,False
3959235,HAME Паштет ДЕЛИКАТЕСНЫЙ с индейкой 105г,products/mini_3959235.jpg,2023-09-14,2023-10-04,,2,65.99,54.99,16,False
3959236,HAME Паштет ДЕЛИКАТЕСНЫЙ мяс.птицы 105г,products/mini_3959236.jpg,2023-09-14,2023-10-04,,2,65.99,54.99,16,False
4045126,ГАСТР.№1 Свинина 338г,products/mini_4045126.jpg,2023-09-14,2023-10-04,,2,109.99,94.99,13,False
4045136,ГАСТР.№1 Говядина 338г,products/mini_4045136.jpg,2023-09-14,2023-10-04,,2,139.99,119.99,14,False
4118902,СНОВ Свинина тушеная 1сорт 338г,products/mini_4118902.jpg,2023-09-26,2023-10-02,,0,279.99,229.99,17,False
4125198,МЯС.ФЕРМА Окорок ПО-ДОМАШНЕМУ 325г,products/mini_4125198.jpg,2023-09-14,2023-10-04,,2,164.99,149.99,9,False
4128991,МЯС.ФЕРМА Свинина тушеная в/с ГОСТ 325г,products/mini_4128991.jpg,2023-09-14,2023-10-04,,2,249.99,209.99,16,False
4173455,ГАСТР.№1 Тушенка говяжья 500г,products/mini_4173455.jpg,2023-09-14,2023-10-04,,2,199.99,169.99,15,False
4173456,ГАСТР.№1 Тушенка свиная 500г,products/mini_4173456.jpg,2023-09-14,2023-10-04,,2,159.99,139.99,12,False
4173465,МЯС.ФЕРМА Говядина тушеная в/с ГОСТ 338г,products/mini_4173465.jpg,2023-09-14,2023-10-04,,2,299.99,277.99,7,False
4173890,ГАСТР.№1 Тушенка говяжья 338г,products/mini_4173890.jpg,2023-09-14,2023-10-04,,2,189.99,164.99,13,False
4235320,ГАСТРОНОМ №1 Паштет ФЕРМ.печ.зел.ук.90г,,2023-09-14,2023-10-04,,2,34.99,25.99,25,False
4248958,РУСЬ Говядина тушеная в/с 500г,,2023-09-14,2023-10-04,,2,179.99,159.99,11,False
4027249,GL.VILLAGE Ананасы кус.в сиропе 580мл,products/mini_4027249.jpg,2023-09-14,2023-10-04,,2,159.99,144.99,9,False
4091341,GL.VILLAGE Коктейль ТРОП.в лег.сир.565г,products/mini_4091341.jpg,2023-09-14,2023-10-04,,2,174.99,144.99,17,False
4164843,WINNER Корм EXT.M.ЯГН.В С.конс.д/соб.85г,,2023-09-14,2023-10-04,,2,40.99,25.99,36,False
