,region,city,address,id,pic_url,name,category,link,price,all_prices
13,Владимирская область,Владимир,"ул. Спасская, 1",3581252,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/b64/l5c1yloj29ip6t5albp8746z9dir2q5o/261_225_1/engelshein_030823.jpg,"Вино Энгельшайн Либлих белое полусладкое
Германия, 0.75 л., 9.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_engelshayn_liblikh_beloe_polusladkoe/,349.99 ₽,349.99 ₽; 
14,Владимирская область,Владимир,"ул. Спасская, 1",3734172,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/164/gx2cdg3u8ui3ty6r6e2djan2zpgchknc/261_225_1/vino_grand_amour_white_dry_130423.jpg,"Вино А Мон Гран Амур белое сухое
Франция, 0.75 л., 11%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_a_mon_gran_amur_beloe_sukhoe_/,349.99 ₽,349.99 ₽; 
15,Владимирская область,Владимир,"ул. Спасская, 1",3734173,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/cad/negcv2htcmbfuppj6j1x5k9moftb7iyx/261_225_1/vino_grand_amour_red_dry_130423.jpg,"Вино А Мон Гран Амур красное сухое
Франция, 0.75 л., 11%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_a_mon_gran_amur_krasnoe_sukhoe/,349.99 ₽,349.99 ₽; 
16,Владимирская область,Владимир,"ул. Спасская, 1",3674025,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/3d0/mg4dobdbywp4b92cne36tjebyqdpb9tf/261_225_1/badagoni_red_13102022.jpg,"Вино Алазанская Долина Бадагони красное полусладкое
Грузия, 0.75 л., 10.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_alazanskaya_dolina_badagoni_krasnoe_polusladkoe/,366.99 ₽,366.99 ₽; 
17,Владимирская область,Владимир,"ул. Спасская, 1",3674026,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/368/251m4m7wzcqrwz4bj9g1lw06cxskxvay/261_225_1/badagoni_white_13102022.jpg,"Вино Бадагони Алазанская Долина белое полусладкое
Грузия, 0.75 л., Кахети, 10.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_alazanskaya_dolina_badagoni_beloe_polusladkoe/,366.99 ₽,366.99 ₽; 
18,Владимирская область,Владимир,"ул. Спасская, 1",3121797,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/c48/kekjcqm7yr1406kr4j7r2f89jo6esj5k/261_225_1/betaneli_zinandali_140120.jpg,"Вино Бетанели Цинандали белое сухое
Грузия, 0.75 л., Кахети, 12%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_tsinandali_zashch_naim_bel_sukh_/,389.90 ₽,389.90 ₽; 
19,Владимирская область,Владимир,"ул. Спасская, 1",3630599,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/97a/dcekoxsutsrdxykpk3vs9gfjl8wsz544/261_225_1/gvinis_marani_cabarnet_14122022.jpg,"Вино Каберне-Саперави Кахури Гвинис Марани красное сухое
Грузия, 0.75 л., Кахети, 12%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_kaberne_saperavi_kakhuri_gvinis_marani_krasnoe_sukhoe/,389.99 ₽,389.99 ₽; 
20,Владимирская область,Владимир,"ул. Спасская, 1",3236096,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/063/mdlu77uhb0j48ktjum0lir8cpywk3ec0/261_225_1/vimo_lizard_muller_09112021.jpg,"Вино Лизард Мюллер-Тургау белое полусухое
Германия, 0.75 л., Рейнхессен, 11%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_lizard_myuller_turgau_bel_p_sukh/,399.99 ₽,399.99 ₽; 
21,Владимирская область,Владимир,"ул. Спасская, 1",3425636,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/327/97wja0yl2hje9f4kpmfbvzh6h7ptpbpx/261_225_1/bonne_nouvelle_grapefut_21012022.jpg,"Вино безалкогольное Бон Новель грейпфрут розовое полусладкое
Франция, 0.75 л.",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_bezalkogolnoe_bon_novel_greypfrut_rozovoe_polusladkoe/,399.99 ₽,399.99 ₽; 
22,Владимирская область,Владимир,"ул. Спасская, 1",3569791,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/c5a/pa7j17b2tncawfyehnli88x2os365x81/261_225_1/kashu_freshku_sw_18102022.jpg,"Вино жемчужное Кашу Фрешку белое сухое
Португалия, 0.75 л., Тежу, 11.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_igristoe_kashu_freshku_zhemchuzhnoe_beloe_sukhoe/,399.99 ₽,399.99 ₽; 
