web-scraper-order,web-scraper-start-url,catecories,catecories-href,product,product-href,name,price,pic_url-src,address,pic_url_slide-src
1698357707-1721,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/2395,"Водка ХАСКИ 40% 0,7Л",449.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa09EIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--337ee0053dca9da11f761ce984a08f84e32f4c7a/ecdac2ff-0cfa-11ed-9a25-005056011b5d.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
1698357709-1722,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/5062,"Водка КАЛАШНИКОВ ПРЕМИУМ 40% 0,7Л",439.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL2YzSUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9dd09d14aba23d81e4133f5b05d66959d9e6b8e8/5da7154e-bce3-11ed-9a29-005056011b5d.jpeg
1698357711-1723,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/328,"Водка БЕЛЕНЬКАЯ ЛЮКС 40% 0,7Л",439.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbGNEIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--79156c85118c6bcd8be87f9abaa1f9b242377bce/3c9c594a-59ae-11ec-9a22-005056011b5d.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
1698357714-1724,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/5662,"Водка РУССКИЙ СТАНДАРТ 40% 0,5Л",439.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMWI2SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8b07107e851c17dcdfd7366e8e725f61b7e1e76c/394b0790-bce3-11ed-9a29-005056011b5d.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
1698357716-1725,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/2536,"Водка ДУША КАРЕЛИИ 40% 0,5Л",429.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdHRLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b420a218ebd341040975c016245c021e0ace83b0/a8da5cda-b01b-11ec-9a24-005056011b5d.jpeg
1698357719-1726,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/3876,"Водка ТУНДРА АУТЕНТИК ВОДКА КРАЙНЕГО СЕВЕРА 40% 0,7Л",428.89 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUFsIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2c5059361f4f59f82ae43f72bb63f7a079f09ed5/3cba8c15-31e7-11ec-8169-00155d420661.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
1698357721-1727,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/315,"Водка ПЯТЬ ОЗЕР 40% 0,7Л",418.89 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTlCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b4993287fa4659a529602d05432540409cc75250/6c0ff4b9-8a62-11ec-9a24-005056011b5d.jpeg
1698357724-1728,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/6528,"Водка особая ПЕРВАК ДОМАШНИЙ ПШЕНИЧНЫЙ 40% 0,5Л",399.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNEN4SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5a3f4a0c7682b8f5c020acdab606e6e4df839adb/b4d9d7d9-6f09-11ed-9a27-005056011b5d.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
1698357726-1729,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/1073,"Водка ПОЛЕВАЯ 40% 0,7Л",399.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNW4zSUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5f17c204f58be32346dcdb5df16599999f949c1b/5da7154d-bce3-11ed-9a29-005056011b5d.jpeg
1698357728-1730,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/4316,"Водка КОРЕЛА МОЖЖЕВЕЛОВАЯ 40% 0,5Л",399.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXRLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ca76203186053d9d852799b6223a0a3f68bc45b5/a8da5cea-b01b-11ec-9a24-005056011b5d.jpeg
1698357731-1731,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/4243,"Водка КОРЕЛА 40% 0,5Л",399.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWRLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ff497c58679f6a73707876a5b6c9a128a3b94cd3/a8da5ce8-b01b-11ec-9a24-005056011b5d.jpeg
1698357733-1732,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/7583,"Настойка горькая ПЕТРОВСКАЯ ГАВАНЬ 40% 0,5Л",399.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMkhUSUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--69760dab2f8db6efb7cebe10ca1c20c8b4a77073/93f2cefa-9314-11ed-9a27-005056011b5d.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
1698357735-1733,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/3582,"Водка С СЕРЕБРОМ ПРЕМИУМ БЕЛАЯ 40% 0,5Л",399.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFVpIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3916353f2f847160ca312e04f2bfe44c86f81120/cf03012e-31e7-11ec-8169-00155d420661.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
1698357738-1734,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/238,"Водка БЕЛАЯ БЕРЕЗКА 40% 0,5Л",388.89 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcHRCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--13d0d398126ec6c5a5319c62bc9690ea24fd9ea2/6c0ff4c3-8a62-11ec-9a24-005056011b5d.jpeg
1698357740-1735,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/8572,"Водка особая ПЕРВАКЪ СПЕЛАЯ СЛИВА 40% 0,5Л",379.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNEw1SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fe1318f077b9835e0daece4b5f1cf2d89d1d9f56/5da71543-bce3-11ed-9a29-005056011b5d.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
