web-scraper-order,web-scraper-start-url,catecories,catecories-href,product,product-href,name,price,pic_url-src,address,pic_url_slide-src
1698414428-28,https://bristol.ru/catalog,Промтовары,https://bristol.ru/category/143,,https://bristol.ru/product/8340,Станки для бритья одноразовые для женщин GILLETTE BLUE II 5ШТ,199.99 ₽,,Владим. обл. г.Владимир ул.850-летия д.6,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWlvSUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3d060ea4ec45e6d6b7928abfa5227b0a093d1650/1f98fe22-803f-11ed-9a27-005056011b5d.jpeg
1698414436-29,https://bristol.ru/catalog,Промтовары,https://bristol.ru/category/143,,https://bristol.ru/product/4537,"Уголь ДРЕВЕСНЫЙ БЕРЕЗОВЫЙ 2,5КГ",194.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2dyIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--510a3cfd1d1f1a7a6de62a2b62ee92026944299f/6dd7c3e5-45eb-11ec-9a22-005056011b5d.jpeg,Владим. обл. г.Владимир ул.850-летия д.6,
1698414444-30,https://bristol.ru/catalog,Промтовары,https://bristol.ru/category/143,,https://bristol.ru/product/2212,Презервативы DUREX CLASSIC №3,189.99 ₽,,Владим. обл. г.Владимир ул.850-летия д.6,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaDhWIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1b14f9af42fe7899f33cbaaa4864106b22cccacf/37444dc4-45eb-11ec-9a22-005056011b5d.jpeg
1698414451-31,https://bristol.ru/catalog,Промтовары,https://bristol.ru/category/143,,https://bristol.ru/product/8341,Станки для бритья одноразовые GILLETTE2 4+1ШТ,169.99 ₽,,Владим. обл. г.Владимир ул.850-летия д.6,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOXlvSUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c4619a708162fd1710888ee56dca4787a339c94f/b388a5fe-803e-11ed-9a27-005056011b5d.jpeg
1698414459-32,https://bristol.ru/catalog,Промтовары,https://bristol.ru/category/143,,https://bristol.ru/product/2162,Презервативы CONTEX LIGHTS №3,166.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBclVVIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8d9b2e9fcddb469d6e3a18580b1f23c9f8c70b11/37444dc3-45eb-11ec-9a22-005056011b5d.jpeg,Владим. обл. г.Владимир ул.850-летия д.6,
1698414467-33,https://bristol.ru/catalog,Промтовары,https://bristol.ru/category/143,,https://bristol.ru/product/8310,Элементы питания KODAK XTRALIFE ALCALINE AAA-4ШТ БЛИСТЕР,149.99 ₽,,Владим. обл. г.Владимир ул.850-летия д.6,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWh0SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--da6035a8b01c7fa779a152b58427f2c19c2af7d8/10301d76-7547-11ed-9a27-005056011b5d.jpeg
1698414476-34,https://bristol.ru/catalog,Промтовары,https://bristol.ru/category/143,,https://bristol.ru/product/8309,Элементы питания KODAK XTRALIFE ALKALINE AA-4ШТ БЛИСТЕР,149.99 ₽,,Владим. обл. г.Владимир ул.850-летия д.6,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOVJ0SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e1158fb3d5f04e0aeb86a76d86c6fdef096f5933/10301d7c-7547-11ed-9a27-005056011b5d.jpeg
1698414487-35,https://bristol.ru/catalog,Промтовары,https://bristol.ru/category/143,,https://bristol.ru/product/9942,Игрушка SBOX CLUB ДИНОПАРК FLOW-PACK,149.99 ₽,,Владим. обл. г.Владимир ул.850-летия д.6,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOFd2SVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b1ff702ba6015656cdbd4decfb2317147dc31c14/8dd50e09-3c40-11ee-9a31-005056011b5d.jpeg
1698414496-36,https://bristol.ru/catalog,Промтовары,https://bristol.ru/category/143,,https://bristol.ru/product/9940,Игрушка SBOX CLUB БРАСЛЕТ СО СТОППЕРАМИ BARBIE FLOW-PACK,149.99 ₽,,Владим. обл. г.Владимир ул.850-летия д.6,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN212SVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--12f3ae304ab6faafa9c930470cbb369cde688c3a/8dd50e0a-3c40-11ee-9a31-005056011b5d.jpeg
1698414505-37,https://bristol.ru/catalog,Промтовары,https://bristol.ru/category/143,,https://bristol.ru/product/8286,Влажные салфетки AURA ОСВЕЖАЮЩИЕ BIG-PACK С КРЫШКОЙ 120ШТ,139.99 ₽,,Владим. обл. г.Владимир ул.850-летия д.6,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeG40SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b121f496ae7122a90ae067d73c097c4d8710c3a2/519c4464-bce3-11ed-9a29-005056011b5d.jpeg
