name,price,address,pic_url,name_shop
Игрушка SBOX CLUB ДИНОПАРК FLOW-PACK,149.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOFd2SVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b1ff702ba6015656cdbd4decfb2317147dc31c14/8dd50e09-3c40-11ee-9a31-005056011b5d.jpeg,bristol
Игрушка SBOX CLUB ЗВЕРЯТА FLOW-PACK,149.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNyt2SVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--384e5965a07bbcb935b07ba624e0a6a4bd9e2fa5/8dd50e08-3c40-11ee-9a31-005056011b5d.jpeg,bristol
Крем-гель для душа DOVE МИНДАЛЬНОЕ МОЛОЧКО 225МЛ,149.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNDhXSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--dd6b599c0a113f886052ae1daefa52070c42bcbd/8907e1d2-cfd3-11ed-9a2b-005056011b5d.jpeg,bristol
Влажные салфетки AURA ОСВЕЖАЮЩИЕ BIG-PACK С КРЫШКОЙ 120ШТ,139.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeG40SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b121f496ae7122a90ae067d73c097c4d8710c3a2/519c4464-bce3-11ed-9a29-005056011b5d.jpeg,bristol
Элементы питания GP ААА-4 ШТ БЛИСТЕР,138.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOFpFSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5fe24892ceae561ccf36ab32903db7a21dfe3e90/c2a58202-f0c9-11ed-9a2d-005056011b5d.jpeg,bristol
Элементы питания GP АА-4 ШТ БЛИСТЕР,138.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN2hFSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--25521f8d5bcca1bbf5a95abc9eb3aaf4ef9e515f/c2a58201-f0c9-11ed-9a2d-005056011b5d.jpeg,bristol
Полотенца бумажные FAMILIA 2 СЛОЯ 2 РУЛОНА,134.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN2o1SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e0b72be3da042d0bb48504dec7a3cfcef7140d4a/456dadec-bce3-11ed-9a29-005056011b5d.jpeg,bristol
Чистящее средство DOMESTOS КРИСТАЛЬНАЯ ЧИСТОТА 680МЛ,129.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNHNXSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--48f46c927691f8da4046f4b554e548c51017fad0/8907e1d3-cfd3-11ed-9a2b-005056011b5d.jpeg,bristol
Антипохмелин 6ШТ,129.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNXZ1SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fbf0646ef76b2d9af6e9d8f5cab6ed38596f6849/a147e375-b83a-11ed-9a29-005056011b5d.jpeg,bristol
Зубная паста BLEND-A-MED АНТИ-КАРИЕС СВЕЖЕСТЬ 100МЛ,129.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeElTSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5adf80e126561061296c898b801d73e4e8426d91/53b0f7d1-cd6d-11ed-9a2b-005056011b5d.jpeg,bristol
Средство для мытья посуды FAIRY НЕЖНЫЕ РУКИ ЧАЙНОЕ ДЕРЕВО И МЯТА 450МЛ,129.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeUt0SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1c01eb947fdeffb01e361ea5af1f176ddcb54afd/d5a4cfa6-81e9-11ed-9a27-005056011b5d.jpeg,bristol
Ароматизатор воздуха CONTEX WARNING SEXOHOLIC/SEX LOVER,119.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBajhyIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e0cf442b963fce0d07b2ab5a4bcd6d7772adcdd5/55af1e61-45eb-11ec-9a22-005056011b5d.jpeg,bristol
Станки для бритья одноразовые GILLETTE 2 5ШТ,114.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjhuIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--16464d9c8315221d276b78fcf6ce334e32374a5e/6dd7c3de-45eb-11ec-9a22-005056011b5d.jpeg,bristol
Стиральный порошок TIDE COLOR 450Г,99.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeFlTSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4938eaa04101d08ee60fd4ce683fe4fc6847728b/2090ffba-cd6d-11ed-9a2b-005056011b5d.jpeg,bristol
Зубная щетка ORAL-B ВСЕСТОРОННЯЯ ЧИСТКА 40 MEDIUM BLACK 1ШТ,99.99 ₽,Владим. обл. г.Владимир мкр.Оргтруд ул.Октябрьская д.11,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeFd0SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f20adb37158f6b74420823d6150ebed0ac8ec1ed/0f69f25f-81e9-11ed-9a27-005056011b5d.jpeg,bristol
